"workflow_slug","step_order","step_key","step_name_ar","step_type","input_source","output_key","is_required"
"workflow-seo-title-description-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-seo-title-description-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-seo-title-description-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-seo-title-description-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-seo-title-description-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-seo-title-description-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-youtube-description-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-youtube-description-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-youtube-description-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-youtube-description-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-youtube-description-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-youtube-description-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-youtube-description-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-youtube-description-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-youtube-description-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-youtube-description-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-call-to-action-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-call-to-action-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-call-to-action-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-call-to-action-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-call-to-action-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-call-to-action-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-call-to-action-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-call-to-action-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-call-to-action-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-call-to-action-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-youtube-title-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-youtube-title-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-youtube-title-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-youtube-title-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-youtube-title-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-youtube-title-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-youtube-title-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-youtube-title-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-youtube-title-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-youtube-title-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-customer-service-reply-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-customer-service-reply-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-customer-service-reply-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
