"slug","name_ar","name_en","description","category_slug","engine_group","is_active","version"
"workflow-employer-payroll-cost-standard","حاسبة تكلفة الموظف على المنشأة — مسار الحساب","Employer Payroll Cost — standard","مسار مسار الحساب لأداة حاسبة تكلفة الموظف على المنشأة.","employment-tools","formula","true","1"
"workflow-operating-leverage-calculator-standard","حاسبة الرافعة التشغيلية — مسار الحساب","Operating Leverage Calculator — standard","مسار مسار الحساب لأداة حاسبة الرافعة التشغيلية.","business-tools","formula","true","1"
"workflow-sales-per-employee-calculator-standard","حاسبة المبيعات لكل موظف — مسار الحساب","Sales per Employee Calculator — standard","مسار مسار الحساب لأداة حاسبة المبيعات لكل موظف.","business-tools","formula","true","1"
"workflow-revenue-per-customer-calculator-standard","حاسبة الإيراد لكل عميل — مسار الحساب","Revenue per Customer Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد لكل عميل.","business-tools","formula","true","1"
"workflow-inventory-days-calculator-standard","حاسبة أيام المخزون — مسار الحساب","Inventory Days Calculator — standard","مسار مسار الحساب لأداة حاسبة أيام المخزون.","business-tools","formula","true","1"
"workflow-receivable-days-calculator-standard","حاسبة أيام التحصيل — مسار الحساب","Receivable Days Calculator — standard","مسار مسار الحساب لأداة حاسبة أيام التحصيل.","business-tools","formula","true","1"
"workflow-payable-days-calculator-standard","حاسبة أيام السداد — مسار الحساب","Payable Days Calculator — standard","مسار مسار الحساب لأداة حاسبة أيام السداد.","business-tools","formula","true","1"
"workflow-square-diagonal-calculator-standard","حاسبة قطر المربع — مسار الحساب","Square Diagonal Calculator — standard","مسار مسار الحساب لأداة حاسبة قطر المربع.","math-tools","formula","true","1"
"workflow-cash-conversion-cycle-calculator-standard","حاسبة دورة التحويل النقدي — مسار الحساب","Cash Conversion Cycle Calculator — standard","مسار مسار الحساب لأداة حاسبة دورة التحويل النقدي.","business-tools","formula","true","1"
"workflow-customer-concentration-calculator-standard","حاسبة تركّز العملاء — مسار الحساب","Customer Concentration Calculator — standard","مسار مسار الحساب لأداة حاسبة تركّز العملاء.","business-tools","formula","true","1"
"workflow-weighted-mean-calculator-standard","حاسبة المتوسط المرجّح — مسار الحساب","Weighted Mean Calculator — standard","مسار مسار الحساب لأداة حاسبة المتوسط المرجّح.","math-tools","formula","true","1"
"workflow-proportion-value-calculator-standard","حاسبة التناسب — مسار الحساب","Proportion Value Calculator — standard","مسار مسار الحساب لأداة حاسبة التناسب.","math-tools","formula","true","1"
"workflow-geometric-mean-two-values-standard","حاسبة المتوسط الهندسي — مسار الحساب","Geometric Mean Calculator — standard","مسار مسار الحساب لأداة حاسبة المتوسط الهندسي.","math-tools","formula","true","1"
"workflow-harmonic-mean-two-values-standard","حاسبة المتوسط التوافقي — مسار الحساب","Harmonic Mean Calculator — standard","مسار مسار الحساب لأداة حاسبة المتوسط التوافقي.","math-tools","formula","true","1"
"workflow-circle-circumference-calculator-standard","حاسبة محيط الدائرة — مسار الحساب","Circle Circumference Calculator — standard","مسار مسار الحساب لأداة حاسبة محيط الدائرة.","math-tools","formula","true","1"
"workflow-trapezoid-area-calculator-standard","حاسبة مساحة شبه المنحرف — مسار الحساب","Trapezoid Area Calculator — standard","مسار مسار الحساب لأداة حاسبة مساحة شبه المنحرف.","math-tools","formula","true","1"
"workflow-regular-polygon-angle-calculator-standard","حاسبة زاوية المضلع المنتظم — مسار الحساب","Regular Polygon Angle Calculator — standard","مسار مسار الحساب لأداة حاسبة زاوية المضلع المنتظم.","math-tools","formula","true","1"
"workflow-minutes-to-decimal-hours-standard","محول الدقائق إلى ساعات عشرية — مسار الحساب","Minutes to Decimal Hours — standard","مسار مسار الحساب لأداة محول الدقائق إلى ساعات عشرية.","date-time-tools","formula","true","1"
"workflow-decimal-hours-to-minutes-standard","محول الساعات العشرية إلى دقائق — مسار الحساب","Decimal Hours to Minutes — standard","مسار مسار الحساب لأداة محول الساعات العشرية إلى دقائق.","date-time-tools","formula","true","1"
"workflow-workdays-to-hours-calculator-standard","حاسبة ساعات أيام العمل — مسار الحساب","Workdays to Hours Calculator — standard","مسار مسار الحساب لأداة حاسبة ساعات أيام العمل.","date-time-tools","formula","true","1"
"workflow-shifts-to-hours-calculator-standard","حاسبة ساعات الورديات — مسار الحساب","Shifts to Hours Calculator — standard","مسار مسار الحساب لأداة حاسبة ساعات الورديات.","date-time-tools","formula","true","1"
"workflow-weekly-hours-to-monthly-hours-standard","محول الساعات الأسبوعية إلى شهرية — مسار الحساب","Weekly to Monthly Hours — standard","مسار مسار الحساب لأداة محول الساعات الأسبوعية إلى شهرية.","date-time-tools","formula","true","1"
